Case_Status,Class_Of_Admission,Decision_Date,Employer_Name,Employer_State,Job_Title,US_Economic_Sector,Wage_Offer,Wage_Offer_Unit
Denied,H-1B,12/8/2011,"UNIVERSITY AT ALBANY, SUNY",NY,"Foreign Language and Literature Teachers, Postsecondary",Educational Services,44118,Annually
Certified,Others,12/16/2011,"HARINAM, LLC",SC,First-Line Supervisors/Managers of Retail Sales Workers,Retail,44450,Annually
Denied,H-1B,10/18/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Secondary School",Educational Services,44799,Annually
Denied,H-1B,10/18/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,44799,Annually
Denied,H-1B,10/18/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Secondary School Teachers, Except Special and Vocational Education",Educational Services,44799,Annually
Denied,H-1B,10/21/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Middle School Teachers, Except Special and Vocational Education",Educational Services,44799,Annually
Denied,H-1B,10/21/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/21/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Middle School Teachers, Except Special and Vocational Education",Educational Services,44799,Annually
Denied,H-1B,10/21/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/21/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Middle School",Educational Services,44799,Annually
Denied,H-1B,10/21/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Secondary School Teachers, Except Special and Vocational Education",Educational Services,44799,Annually
Denied,H-1B,10/18/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,44799,Annually
Denied,H-1B,10/21/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/21/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/21/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Secondary School Teachers, Except Special and Vocational Education",Educational Services,44799,Annually
Denied,H-1B,10/21/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Middle School",Educational Services,44799,Annually
Denied,H-1B,10/20/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,44799,Annually
Denied,H-1B,11/14/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,11/14/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Secondary School",Educational Services,44799,Annually
Denied,H-1B,10/20/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,44799,Annually
Denied,H-1B,10/20/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Secondary School",Educational Services,44799,Annually
Denied,H-1B,11/14/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/20/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Preschool Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/20/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Secondary School Teachers, Except Special and Vocational Education",Educational Services,44799,Annually
Denied,H-1B,10/20/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Secondary School Teachers, Except Special and Vocational Education",Educational Services,44799,Annually
Denied,H-1B,10/20/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Secondary School Teachers, Except Special and Vocational Education",Educational Services,44799,Annually
Denied,H-1B,10/20/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,44799,Annually
Denied,H-1B,10/20/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,44799,Annually
Denied,H-1B,12/19/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/25/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Preschool Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/25/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,44799,Annually
Denied,H-1B,10/28/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/26/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,Librarians,Educational Services,44799,Annually
Denied,H-1B,10/27/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Preschool Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/27/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/27/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/28/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/26/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,44799,Annually
Denied,H-1B,10/24/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Secondary School Teachers, Except Special and Vocational Education",Educational Services,44799,Annually
Denied,H-1B,10/25/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/25/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Preschool Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/25/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,44799,Annually
Denied,H-1B,10/25/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Middle School Teachers, Except Special and Vocational Education",Educational Services,44799,Annually
Denied,H-1B,10/25/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Preschool Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/25/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Preschool Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/25/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,44799,Annually
Denied,H-1B,10/25/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Preschool Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/18/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,44799,Annually
Denied,H-1B,10/27/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Middle School Teachers, Except Special and Vocational Education",Educational Services,44799,Annually
Denied,H-1B,10/27/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,44799,Annually
Denied,H-1B,10/27/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Preschool Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/28/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Secondary School Teachers, Except Special and Vocational Education",Educational Services,44799,Annually
Denied,H-1B,10/28/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/28/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Secondary School Teachers, Except Special and Vocational Education",Educational Services,44799,Annually
Denied,H-1B,10/28/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/31/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Kindergarten Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/31/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,H-1B,10/31/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Middle School",Educational Services,44799,Annually
Denied,H-1B,11/2/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Middle School Teachers, Except Special and Vocational Education",Educational Services,44799,Annually
Denied,H-1B,11/2/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,44799,Annually
Denied,H-1B,11/1/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,44799,Annually
Denied,H-1B,11/2/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,44799,Annually
Denied,Others,10/25/2011,"YAM DIAMOND, INC",GA,First-Line Supervisors/Managers of Retail Sales Workers,Retail,45000,Annually
Denied,Others,11/29/2011,BHAVI LLC.,FL,First-Line Supervisors/Managers of Retail Sales Workers,Retail,45120,Annually
Certified-Expired,Others,10/20/2011,AFTERFX CUSTOMS LLC,CT,Automotive Master Mechanics,Automotive,45302,Annually
Certified-Expired,H-1B,10/21/2011,"ROAD WORKS, INC.",CA,Chemists,Construction,45739,Annually
Certified-Expired,Others,10/25/2011,EDUCATION FIRST INCORPORATED,FL,Instructional Coordinators,Other Economic Sector,45802,Annually
Certified,H-1B,12/6/2011,"1701 RUSSELL STREET, LLC",MD,Lodging Managers,Hospitality,45864,Annually
Certified,H-1B,12/5/2011,WASHINGTON & JEFFERSON COLLEGE,PA,"Foreign Language and Literature Teachers, Postsecondary",Educational Services,46000,Annually
Withdrawn,L-1,10/18/2011,"GUAM JRC LOGISTICS,LLC",GU,Cargo and Freight Agents,Transportation,46030,Annually
Denied,F-1,12/9/2011,B.C.S. INTERNATIONAL CORPORATION,NY,Computer Operators,Other Economic Sector,46238,Annually
Denied,H-1B,11/22/2011,GARLAND INDEPENDENT SCHOOL DISTRICT,TX,"Elementary School Teachers, Except Special Education",Educational Services,46428,Annually
Certified-Expired,H-1B,10/24/2011,"TINDALE-OLIVER & ASSOCIATES, INC.",FL,Urban and Regional Planners,Aerospace,46750,Annually
Certified-Expired,H-1B,10/25/2011,"GE MEDICAL SYSTEMS, LLC",WI,Operations Research Analysts,Advanced Mfg,47000,Annually
Certified-Expired,Others,10/28/2011,ANTHONY INFORMATION TECHNOLOGY INC,PA,Operations Research Analysts,IT,47050,Annually
Certified-Expired,H-1B,10/28/2011,ANTHONY INFORMATION TECHNOLOGY INC,PA,Operations Research Analysts,IT,47050,Annually
Certified-Expired,H-1B,10/20/2011,ANTHONY INFORMATION TECHNOLOGY INC,PA,Operations Research Analysts,IT,47050,Annually
Certified-Expired,H-1B,10/25/2011,ANTHONY INFORMATION TECHNOLOGY INC,PA,Operations Research Analysts,IT,47050,Annually
Certified-Expired,H-1B,10/14/2011,INET EXPERT INC.,CA,Market Research Analysts,Other Economic Sector,47070,Annually
Certified-Expired,H-1B,10/7/2011,EMMA WILLARD SCHOOL,NY,"Secondary School Teachers, Except Special and Vocational Education",Educational Services,47084,Annually
Certified-Expired,F-1,10/5/2011,"RIGHTCARE HOME HEALTH SERVICES, INC.",CA,Executive Secretaries and Administrative Assistants,Health Care,47362,Annually
Denied,H-1B,10/24/2011,SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,NY,Instructional Coordinators,Educational Services,47424,Annually
Certified,H-1B,12/13/2011,SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,NY,Instructional Coordinators,Educational Services,47424,Annually
Withdrawn,H-1B,12/8/2011,THE OHIO STATE UNIVERSITY,OH,City Planning Aides,Educational Services,47539.73,Annually
Certified-Expired,H-1B,10/20/2011,SACRED HEART HOME,MD,Administrative Services Managers,Health Care,47902,Annually
Certified,H-1B,12/27/2011,LITTLE ROCK SCHOOL DISTRICT,AR,"Secondary School Teachers, Except Special and Vocational Education",Educational Services,47905,Annually
Certified,H-1B,12/1/2011,"SCHNABEL ENGINEERING, INC.",MD,Civil Engineers,Aerospace,47923,Annually
Certified,L-1,11/18/2011,DIGIBLITZ TECHNOLOGIES PRIVATE LIMITED,WV,"Computer Software Engineers, Applications",IT,48000,Annually
Certified,H-1B,12/9/2011,WILLIAM MARSH RICE UNIVERSITY,TX,Librarians,Educational Services,48000,Annually
Certified-Expired,H-1B,10/24/2011,ORSYS CONSULTING INC,PR,Computer Systems Analysts,IT,48000,Annually
Certified-Expired,B-1,10/25/2011,"SAM MOON TRADING ENTERPRISES, LTD.",TX,First-Line Supervisors/Managers of Retail Sales Workers,Other Economic Sector,48000,Annually
Certified-Expired,H-1B,10/6/2011,STATE UNIVERSITY OF NEW YORK AT NEW PALTZ,NY,"English Language and Literature Teachers, Postsecondary",Educational Services,48000,Annually
Certified-Expired,H-1B,10/26/2011,"JOVA/DANIELS/BUSBY, INC",MS,"Architects, Except Landscape and Naval",Other Economic Sector,48006,Annually
Certified-Expired,H-1B,10/13/2011,"AECOM TECHNICAL SERVICES, INC.",NY,"Environmental Scientists and Specialists, Including Health",Aerospace,48152,Annually
Denied,Others,10/5/2011,THE PRESS RESTAURANT GROUP INC,CA,Chefs and Head Cooks,Hospitality,48214,Annually
Certified-Expired,F-1,10/31/2011,"KABUKI RESTAURANTS,INC.",CA,Chefs and Head Cooks,Hospitality,48214,Annually
Certified-Expired,F-1,10/24/2011,"ERINJOE, INC.",MD,Food Service Managers,Hospitality,48443,Annually
Denied,H-1B,10/31/2011,FAIRMONT SCHOOLS,CA,"Secondary School Teachers, Except Special and Vocational Education",Educational Services,48900,Annually
Certified,H-1B,12/22/2011,DGN TECHNOLOGIES INC.,CA,Computer Programmers,IT,48984,Annually
Denied,H-1B,10/24/2011,"WAL-MART ASSOCIATES, INC.",AR,"Computer Software Engineers, Applications",Retail,49000,Annually
Denied,H-1B,12/23/2011,RED OAK NURSERY,FL,Database Administrators,Agribusiness,49046,Annually
Denied,H-1B,10/18/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,49107,Annually
Denied,H-1B,10/21/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Elementary School Teachers, Except Special Education",Educational Services,49107,Annually
Denied,H-1B,10/18/2011,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,MD,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",Educational Services,49107,Annually
Certified,H-1B,12/22/2011,DALLAS INDEPENDENT SCHOOL DISTRICT,TX,"Elementary School Teachers, Except Special Education",Educational Services,49350,Annually
Certified,H-1B,12/22/2011,DALLAS INDEPENDENT SCHOOL DISTRICT,TX,"Elementary School Teachers, Except Special Education",Educational Services,49350,Annually
Certified,H-1B,12/22/2011,DALLAS INDEPENDENT SCHOOL DISTRICT,TX,"Elementary School Teachers, Except Special Education",Educational Services,49350,Annually
Certified,H-1B,12/22/2011,DALLAS INDEPENDENT SCHOOL DISTRICT,TX,"Elementary School Teachers, Except Special Education",Educational Services,49350,Annually
Certified,H-1B,12/21/2011,DALLAS INDEPENDENT SCHOOL DISTRICT,TX,"Elementary School Teachers, Except Special Education",Educational Services,49350,Annually
Certified,H-1B,12/22/2011,DALLAS INDEPENDENT SCHOOL DISTRICT,TX,"Elementary School Teachers, Except Special Education",Educational Services,49350,Annually
Certified,H-1B,12/22/2011,DALLAS INDEPENDENT SCHOOL DISTRICT,TX,"Elementary School Teachers, Except Special Education",Educational Services,49350,Annually
Certified,H-1B,12/22/2011,DALLAS INDEPENDENT SCHOOL DISTRICT,TX,"Elementary School Teachers, Except Special Education",Educational Services,49350,Annually
Certified,H-1B,12/22/2011,DALLAS INDEPENDENT SCHOOL DISTRICT,TX,"Elementary School Teachers, Except Special Education",Educational Services,49350,Annually
Denied,H-1B,12/15/2011,DALLAS INDEPENDENT SCHOOL DISTRICT,TX,"Elementary School Teachers, Except Special Education",Educational Services,49350,Annually
Certified,H-1B,12/21/2011,DALLAS INDEPENDENT SCHOOL DISTRICT,TX,"Elementary School Teachers, Except Special Education",Educational Services,49350,Annually
Certified,H-1B,12/22/2011,DALLAS INDEPENDENT SCHOOL DISTRICT,TX,"Elementary School Teachers, Except Special Education",Educational Services,49350,Annually
Certified,H-1B,12/21/2011,DALLAS INDEPENDENT SCHOOL DISTRICT,TX,"Elementary School Teachers, Except Special Education",Educational Services,49350,Annually
Certified,H-1B,12/16/2011,"ABS TRADING, INC. D/B/A ANGIES BEAUTY",GA,Market Research Analysts,Retail,49358,Annually
Denied,H-1B,10/25/2011,"RAJA FOODS, L.L.C.",IL,Market Research Analysts,Retail,49400,Annually
Certified-Expired,H-1B,10/21/2011,"TFWELLNESS, INC",IN,Fitness Trainers and Aerobics Instructors,Other Economic Sector,49462,Annually
Certified-Expired,H-1B,10/18/2011,ALABAMA A&M UNIVERSITY,AL,"Physics Teachers, Postsecondary",Educational Services,49481,Annually
Certified,H-1B,12/8/2011,THE UNIVERSITY OF TEXAS AT BROWNSVILLE,TX,"Recreation and Fitness Studies Teachers, Postsecondary",Educational Services,49490,Annually
Denied,H-1B,10/27/2011,ASSOCIATION OF STATE AND TERRITORIAL CHRONIC DISEASE PROGRAM DIRECTORS,GA,Executive Secretaries and Administrative Assistants,Other Economic Sector,49650,Annually
Denied,H-1B,12/7/2011,CORNERSTONE EVANGELICAL BAPTIST CHURCH,CA,Producers,Other Economic Sector,49795,Annually
Certified-Expired,H-1B,10/4/2011,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,NY,"Education Administrators, Postsecondary",Educational Services,49897,Annually
Certified,H-1B,11/16/2011,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIEN,IL,Medical and Clinical Laboratory Technologists,Educational Services,50000,Annually
Certified,H-1B,12/21/2011,AMSOL INC,DE,Operations Research Analysts,IT,50000,Annually
Certified,H-1B,12/20/2011,WALKER SANDS INC.,IL,Market Research Analysts,Other Economic Sector,50000,Annually
Certified-Expired,H-1B,10/21/2011,"SUPER MICRO COMPUTER, INC.",CA,Cost Estimators,Advanced Mfg,50000,Annually
Withdrawn,Others,12/13/2011,GREAT PANDA CO.,GA,Market Research Analysts,Hospitality,50000,Annually
Certified-Expired,H-1B,10/24/2011,"MOANA TECHNOLOGIES, L.L.C.",HI,Animal Scientists,Agribusiness,50003,Annually
Denied,Others,12/19/2011,TANHA&PREET INC.,FL,First-Line Supervisors/Managers of Retail Sales Workers,Retail,50149,Annually
Certified-Expired,F-1,10/27/2011,"VICTORIA WEST SERVICES, INC.",TX,"All other vehicle and mobile equipment mechanics, installers, and repairers",Automotive,50232,Annually
Denied,Others,10/4/2011,ABYE BABY KOUNTRY KITCHEN,FL,Food Service Managers,Hospitality,50500,Annually
